0; 1
1; 1
2; 1
3; 1
4; 1
5; 1
6; 1
7; 1
8; 1
9; 1
10; 1
11; 1
12; 1
13; 1
14; 1
15; 1
16; 1
17; 1
18; 1
19; 1
20; 1
21; 1
22; 1
23; 1
24; 1
25; 1
26; 1
27; 0.330148687
28; 1
29; 1
30; 1
31; 1
32; 0.322425664
33; 0.975121941
34; 0.970497035
35; 0.970497035
36; 0.970700841
37; 0.970700841
38; 0.97447963
39; 0.971923381
40; 0.970486173
41; 0.982055672
42; 0.989672035
43; 0.969608377
44; 0.969608377
45; 0.98518801
46; 0.312696525
47; 0.989989558
48; 0.990855051
49; 0.96672586
50; 0.96672586
51; 0.990158273
52; 0.96793314
53; 0.96793314
54; 0.984064906
55; 0.978932913
56; 0.980370105
57; 0.984711189
58; 0.984711189
59; 0.984711189
60; 0.984711189
61; 0.981809729
62; 0.983979832
63; 0.983979832
64; 0.983979832
65; 0.983979832
66; 0.985280433
67; 0.95278565
68; 0.942908869
69; 0.942908869
70; 0.967930299
71; 0.932160908
72; 0.932160908
73; 0.941732109
74; 0.941732109
75; 0.931869498
76; 0.931869498
77; 0.953056571
78; 0.974906975
79; 0.973040037
80; 0.974348681
81; 0.986850179
82; 0.986850179
83; 0.960401767
84; 0.968079106
85; 0.974513282
86; 0.891310393
87; 0.876334011
88; 0.965336831
89; 0.95099473
90; 0.885307344
91; 0.885307344
92; 0.892519496
93; 0.850661075
94; 0.850661075
95; 0.873158665
96; 0.954196458
97; 0.832275173
98; 0.832275173
99; 0.944887645
100; 0.930689441
101; 0.930689441
102; 0.92776251
103; 0.92776251
104; 0.943524379
105; 0.727123169
106; 1
107; 0.944335915
108; 0.752926451
109; 0.940629261
110; 0.716774568
111; 0.716774568
112; 0.748319106
113; 0.855740494
114; 0.855740494
115; 0.91325674
116; 0.85948098
117; 0.85948098
118; 0.698625755
119; 0.698625755
120; 0.98449102
121; 0.746232058
122; 0.746232058
123; 0.981599939
124; 0.713438739
125; 0.713438739
126; 0.971923381
127; 0.694152413
128; 0.694152413
129; 0.858455362
130; 0.666206569
131; 0.666206569
132; 0.961593024
133; 0.921740559
134; 0.479748003
135; 0.479748003
136; 0.527861961
137; 0.527861961
138; 0.493761568
139; 0.493761568
140; 0.967086006
141; 0.497310357
142; 0.497310357
143; 0.873158665
144; 0.955513627
145; 0.98601561
146; 1
147; 0.984933986
148; 0.825217175
149; 0.999950644
150; 0.999950644
151; 0.924529221
152; 0.972543873
153; 0.526821398
154; 0.534927444
155; 0.470877099
156; 0.470877099
157; 0.175663199
158; 0.170011171
159; 0.453166319
160; 0.453166319
161; 0.508290242
162; 0.971279098
163; 0.971425974
164; 0.969219435
165; 0.999774189
166; 0.999774189
167; 0.277036907
168; 0.277036907
169; 0.948834264
170; 0.979030824
171; 0.97831638
172; 0.3018233
173; 0.3018233
174; 0.323879828
175; 0.323879828
176; 0.266095311
177; 0.266095311
178; 0.878000697
179; 0.073163995
180; 0.061707758
181; 0.061707758
182; 0.076021101
183; 0.073163995
184; 0.071791222
185; 0.98484972
186; 0.984386827
187; 0.293046201
188; 0.293046201
189; 0.304666151
190; 0.304666151
191; 0.957300301
192; 0.967319217
193; 0.151684251
194; 0.151684251
195; 0.886667449
196; 0.143911349
197; 0.143911349
198; 0.159475944
199; 0.159475944
200; 0.159914095
201; 0.15900229
202; 0.15900229
203; 0.171954646
204; 0.171954646
205; 0.987220718
206; 0.987526439
207; 0.046047528
208; 0.046047528
209; 0.05582216
210; 0.047889054
211; 0.047889054
212; 0.05660101
213; 0.05582216
214; 0.129496165
215; 0.129496165
216; 0.980617103
217; 0.056624823
218; 0.056624823
219; 0.989706737
220; 0.990071416
221; 0.96996614
222; 0.9804573
223; 0.874929691
